id,lexeme,de,ru,source,license
einkaufen:t1107205,einkaufen,Ich will einkaufen gehen.,Я хочу пойти за покупками.,tatoeba,CC BY 2.0 FR
einkaufen:t1401784,einkaufen,Ich gehe morgen einkaufen.,Завтра иду за покупками.,tatoeba,CC BY 2.0 FR
einkaufen:t2185357,einkaufen,Ich liebe es einzukaufen!,Люблю ходить по магазинам!,tatoeba,CC BY 2.0 FR
einladen:t10051268,einladen,Wer hat dich eingeladen?,Кто тебя пригласил?,tatoeba,CC BY 2.0 FR
einladen:t1079250,einladen,Wen müssen wir einladen?,Кого нам пригласить?,tatoeba,CC BY 2.0 FR
einladen:t1210454,einladen,Er sollte eingeladen werden.,Он должен быть приглашен.,tatoeba,CC BY 2.0 FR
einladung:t1590910,einladung,Danke für die Einladung!,Спасибо за приглашение.,tatoeba,CC BY 2.0 FR
einladung:t5280185,einladung,Ich habe eine Einladung.,У меня есть приглашение.,tatoeba,CC BY 2.0 FR
einladung:t7828926,einladung,Ist das eine Einladung?,Это приглашение?,tatoeba,CC BY 2.0 FR
einmal:t10113924,einmal,Ich war einmal jung.,Когда-то я была юной.,tatoeba,CC BY 2.0 FR
einmal:t11002767,einmal,Sag es noch einmal.,Скажи ещё раз.,tatoeba,CC BY 2.0 FR
einmal:t14021448,einmal,Wir waren einmal Menschen.,Мы когда-то были людьми.,tatoeba,CC BY 2.0 FR
einsteigen:t12409496,einsteigen,Wir sind in den Bus eingestiegen.,Мы сели в автобус.,tatoeba,CC BY 2.0 FR
einsteigen:t12073918,einsteigen,Wir sind in den falschen Zug eingestiegen.,Мы не в тот поезд сели.,tatoeba,CC BY 2.0 FR
einsteigen:t929887,einsteigen,Ich bin in den falschen Zug eingestiegen.,Я сел не в тот поезд.,tatoeba,CC BY 2.0 FR
eintritt:t2417536,eintritt,Was kostet der Eintritt?,Сколько за вход?,tatoeba,CC BY 2.0 FR
eintritt:t1528343,eintritt,Was kostet der Eintritt bitte?,"Будьте добры, сколько стоит вход?",tatoeba,CC BY 2.0 FR
eintritt:t2569443,eintritt,Wie viel kostet der Eintritt?,Сколько стоит вход?,tatoeba,CC BY 2.0 FR
eltern:t10485642,eltern,Ich habe keine Eltern.,У меня нет родителей.,tatoeba,CC BY 2.0 FR
eltern:t1800908,eltern,Wo sind die Eltern?,Родители где?,tatoeba,CC BY 2.0 FR
eltern:t6364937,eltern,Ich habe junge Eltern.,У меня молодые родители.,tatoeba,CC BY 2.0 FR
empfaenger:t12221312,empfaenger,Kennst du den Empfänger?,Ты знаешь получателя?,tatoeba,CC BY 2.0 FR
empfaenger:t12221323,empfaenger,Der Empfänger ist unbekannt.,Получатель неизвестен.,tatoeba,CC BY 2.0 FR
empfaenger:t13646776,empfaenger,Dieser Brief wird den Empfänger nicht erreichen.,Это письмо не дойдёт до адресата.,tatoeba,CC BY 2.0 FR
empfehlen:t13575153,empfehlen,Das empfiehlt sich nicht.,Это не рекомендуется.,tatoeba,CC BY 2.0 FR
empfehlen:t3872795,empfehlen,Ich würde es nicht empfehlen.,Я бы не советовал.,tatoeba,CC BY 2.0 FR
empfehlen:t8059256,empfehlen,Das würde ich nicht empfehlen.,Я бы не советовал этого.,tatoeba,CC BY 2.0 FR
ende:t10258169,ende,Das ist das Ende!,Это конец!,tatoeba,CC BY 2.0 FR
ende:t3558718,ende,Wie wird das enden?,Чем это кончится?,tatoeba,CC BY 2.0 FR
ende:t608646,ende,Das ist das Ende.,Это конец.,tatoeba,CC BY 2.0 FR
enden:t10258169,enden,Das ist das Ende!,Это конец!,tatoeba,CC BY 2.0 FR
enden:t3558718,enden,Wie wird das enden?,Чем это кончится?,tatoeba,CC BY 2.0 FR
enden:t608646,enden,Das ist das Ende.,Это конец.,tatoeba,CC BY 2.0 FR
entschuldigen:t10077697,entschuldigen,Entschuldige die späte Antwort!,"Прости, что не сразу отвечаю.",tatoeba,CC BY 2.0 FR
entschuldigen:t13425093,entschuldigen,Haben Sie sich entschuldigt?,Вы извинились?,tatoeba,CC BY 2.0 FR
entschuldigen:t1354063,entschuldigen,Sie sollten sich entschuldigen.,Вам надо бы извиниться.,tatoeba,CC BY 2.0 FR
entschuldigung:t2629641,entschuldigung,Entschuldigung. Wer sind Sie?,"Простите, кто Вы?",tatoeba,CC BY 2.0 FR
entschuldigung:t5968093,entschuldigung,"Entschuldigung, wie heißen Sie?","Простите, как Вас зовут?",tatoeba,CC BY 2.0 FR
entschuldigung:t1009326,entschuldigung,"Entschuldigung, ich habe eine Frage.","Простите, у меня есть вопрос.",tatoeba,CC BY 2.0 FR
er:t10760563,er,Er hat sie nicht.,У него их нет.,tatoeba,CC BY 2.0 FR
er:t11064858,er,Das hat er nicht.,Этого у него нет.,tatoeba,CC BY 2.0 FR
er:t2980725,er,Er hat auch einen.,У него тоже такой есть.,tatoeba,CC BY 2.0 FR
ergebnis:t10683588,ergebnis,Wichtig ist das Ergebnis.,Важен результат.,tatoeba,CC BY 2.0 FR
ergebnis:t7633350,ergebnis,Die Ergebnisse waren gut.,Результаты были хорошими.,tatoeba,CC BY 2.0 FR
ergebnis:t9450120,ergebnis,Das Ergebnis war sehr gut.,Результат был очень хорошим.,tatoeba,CC BY 2.0 FR
erklaeren:t2938460,erklaeren,Können Sie das erklären?,Вы можете это объяснить?,tatoeba,CC BY 2.0 FR
erklaeren:t5856656,erklaeren,Ich kann es erklären.,Я могу это объяснить.,tatoeba,CC BY 2.0 FR
erklaeren:t12783029,erklaeren,Sie haben es gut erklärt.,Вы хорошо объяснили.,tatoeba,CC BY 2.0 FR
erlauben:t2252301,erlauben,Das ist nicht erlaubt.,Это не разрешено.,tatoeba,CC BY 2.0 FR
erlauben:t4988514,erlauben,Warum ist das erlaubt?,Почему это разрешено?,tatoeba,CC BY 2.0 FR
erlauben:t5121386,erlauben,Hunde sind nicht erlaubt.,С собаками вход запрещён.,tatoeba,CC BY 2.0 FR
erwachsene:t10476793,erwachsene,Sie ist eine Erwachsene.,Она взрослая.,tatoeba,CC BY 2.0 FR
erwachsene:t13957688,erwachsene,Sie sind eine erwachsene Frau.,Вы взрослая женщина.,tatoeba,CC BY 2.0 FR
erwachsene:t2195984,erwachsene,Er ist ein erwachsener Mann.,Он взрослый мужчина.,tatoeba,CC BY 2.0 FR
erzaehlen:t2854641,erzaehlen,Es gibt viel zu erzählen.,Многое можно рассказать.,tatoeba,CC BY 2.0 FR
erzaehlen:t12029928,erzaehlen,"Ich weiß nicht, was ich erzählen soll.","Я не знаю, что рассказывать.",tatoeba,CC BY 2.0 FR
erzaehlen:t1893384,erzaehlen,Bitte erzählen Sie weiter!,"Рассказывайте дальше, пожалуйста.",tatoeba,CC BY 2.0 FR
es:t5703547,es,Es war zu viel.,Это было слишком.,tatoeba,CC BY 2.0 FR
es:t2176512,es,Es ist nicht zu viel.,Это не слишком много.,tatoeba,CC BY 2.0 FR
es:t2189717,es,So muss es sein.,Так и должно быть.,tatoeba,CC BY 2.0 FR
es-part:t5703547,es-part,Es war zu viel.,Это было слишком.,tatoeba,CC BY 2.0 FR
es-part:t2176512,es-part,Es ist nicht zu viel.,Это не слишком много.,tatoeba,CC BY 2.0 FR
es-part:t2189717,es-part,So muss es sein.,Так и должно быть.,tatoeba,CC BY 2.0 FR
essen:t10483116,essen,Wir müssen Essen kaufen.,Нам нужно купить еды.,tatoeba,CC BY 2.0 FR
essen:t10558759,essen,Menschen essen keine Menschen.,Люди не едят людей.,tatoeba,CC BY 2.0 FR
essen:t12218587,essen,Wo bleibt das Essen?,Где еда?,tatoeba,CC BY 2.0 FR
essen-noun:t10483116,essen-noun,Wir müssen Essen kaufen.,Нам нужно купить еды.,tatoeba,CC BY 2.0 FR
essen-noun:t10558759,essen-noun,Menschen essen keine Menschen.,Люди не едят людей.,tatoeba,CC BY 2.0 FR
essen-noun:t12218587,essen-noun,Wo bleibt das Essen?,Где еда?,tatoeba,CC BY 2.0 FR
euer:t1111102,euer,Er ist euer Vater.,Он ваш отец.,tatoeba,CC BY 2.0 FR
euer:t1116600,euer,Es ist euer Sohn.,Это ваш сын.,tatoeba,CC BY 2.0 FR
euer:t1116601,euer,Er ist euer Sohn.,Он ваш сын.,tatoeba,CC BY 2.0 FR
fahren:t10588884,fahren,Das Auto fahre ich.,Машину веду я.,tatoeba,CC BY 2.0 FR
fahren:t1204038,fahren,Er kann Auto fahren.,Он умеет водить машину.,tatoeba,CC BY 2.0 FR
fahren:t12204194,fahren,Sie wird bald fahren.,Она скоро уедет.,tatoeba,CC BY 2.0 FR
fahrer:t10124943,fahrer,Ich brauche keinen Fahrer.,Мне шофёр не нужен.,tatoeba,CC BY 2.0 FR
fahrer:t8468453,fahrer,Ist das der Fahrer?,Это водитель?,tatoeba,CC BY 2.0 FR
fahrer:t608380,fahrer,Er ist kein guter Fahrer.,Водитель из него никакой.,tatoeba,CC BY 2.0 FR
fahrkarte:t2272533,fahrkarte,Was kostet die Fahrkarte?,Сколько стоит билет?,tatoeba,CC BY 2.0 FR
fahrkarte:t678221,fahrkarte,Ich habe keine Fahrkarte.,У меня нет билета.,tatoeba,CC BY 2.0 FR
fahrkarte:t8276554,fahrkarte,Ich habe eine Fahrkarte.,У меня есть билет.,tatoeba,CC BY 2.0 FR
fahrrad:t11482742,fahrrad,Sie haben kein Fahrrad.,У вас нет велосипеда.,tatoeba,CC BY 2.0 FR
fahrrad:t12416266,fahrrad,Ich fand mein Fahrrad.,Я нашёл свой велосипед.,tatoeba,CC BY 2.0 FR
fahrrad:t1242598,fahrrad,Ich habe kein Fahrrad.,У меня нет велосипеда.,tatoeba,CC BY 2.0 FR
falsch:t11672417,falsch,Das ist einfach falsch.,Это просто неправильно.,tatoeba,CC BY 2.0 FR
falsch:t11782195,falsch,Ich finde das falsch.,"Думаю, это неправильно.",tatoeba,CC BY 2.0 FR
falsch:t12814988,falsch,Die Antwort war falsch.,Ответ был неправильным.,tatoeba,CC BY 2.0 FR
familie:t10084341,familie,Sie haben eine Familie.,У них семья.,tatoeba,CC BY 2.0 FR
familie:t1038488,familie,Ich habe keine Familie.,У меня нет семьи.,tatoeba,CC BY 2.0 FR
familie:t1315676,familie,Haben Sie eine Familie?,У вас есть семья?,tatoeba,CC BY 2.0 FR
familienname:t12458408,familienname,Wie ist dein Familienname?,Как твоя фамилия?,tatoeba,CC BY 2.0 FR
familienname:t6564368,familienname,Ist das dein richtiger Familienname?,Это твоя настоящая фамилия?,tatoeba,CC BY 2.0 FR
familienname:t13000485,familienname,Ich suche ihren Familiennamen.,Я ищу её фамилию.,tatoeba,CC BY 2.0 FR
familienstand:t13928934,familienstand,"Wir brauchen Ihr Alter, Ihren Familienstand und Ihre Adresse.","Нам нужен Ваш возраст, семейное положение и адрес.",tatoeba,CC BY 2.0 FR
farbe:t10497367,farbe,Die Farbe ist schön.,Красивый цвет.,tatoeba,CC BY 2.0 FR
farbe:t11573344,farbe,Gefällt dir die Farbe?,Тебе нравится цвет?,tatoeba,CC BY 2.0 FR
farbe:t11754860,farbe,Das ist eine sehr schöne Farbe.,Это очень красивый цвет.,tatoeba,CC BY 2.0 FR
fax:t12372948,fax,Ich möchte ein Fax schicken.,Я хотел бы отправить факс.,tatoeba,CC BY 2.0 FR
fax:t9843633,fax,"Ich weiß nicht, wie man ein Fax schickt.","Я не знаю, как отправлять факс.",tatoeba,CC BY 2.0 FR
fehlen:t6139713,fehlen,Es fehlt nicht an Arbeit.,Недостатка в работе нет.,tatoeba,CC BY 2.0 FR
fehlen:t6573604,fehlen,Hier fehlt es nicht an Arbeit.,Здесь недостатка в работе нет.,tatoeba,CC BY 2.0 FR
fehlen:t1600967,fehlen,Es fehlt an Wasser.,Воды недостаточно.,tatoeba,CC BY 2.0 FR
fehler:t10476835,fehler,Das war sein Fehler!,Это была его ошибка!,tatoeba,CC BY 2.0 FR
fehler:t11497425,fehler,Wessen Fehler war das?,Чья это была ошибка?,tatoeba,CC BY 2.0 FR
fehler:t13766001,fehler,Das ist unser Fehler.,Это наша ошибка.,tatoeba,CC BY 2.0 FR
feier:t12459038,feier,Es gibt nichts zu feiern.,Праздновать нечего.,tatoeba,CC BY 2.0 FR
feier:t8567882,feier,Ich will nicht auf die Feier.,Я не хочу идти на вечеринку.,tatoeba,CC BY 2.0 FR
feier:t1724026,feier,Es war eine schöne Feier.,Прекрасный был праздник.,tatoeba,CC BY 2.0 FR
feiern:t12459038,feiern,Es gibt nichts zu feiern.,Праздновать нечего.,tatoeba,CC BY 2.0 FR
feiern:t8567882,feiern,Ich will nicht auf die Feier.,Я не хочу идти на вечеринку.,tatoeba,CC BY 2.0 FR
feiern:t1724026,feiern,Es war eine schöne Feier.,Прекрасный был праздник.,tatoeba,CC BY 2.0 FR
fenster:t10032141,fenster,Ich öffne das Fenster.,Я открываю окно.,tatoeba,CC BY 2.0 FR
fenster:t13421284,fenster,Mach die Fenster auf!,Открой окна!,tatoeba,CC BY 2.0 FR
fenster:t13755330,fenster,Bitte schließe das Fenster!,"Закрой, пожалуйста, окно.",tatoeba,CC BY 2.0 FR
fernsehen:t13481493,fernsehen,Sie haben nicht ferngesehen.,Они не смотрели телевизор.,tatoeba,CC BY 2.0 FR
fernsehen:t1510870,fernsehen,Dann habe ich ferngesehen.,Я тогда смотрел телевизор.,tatoeba,CC BY 2.0 FR
fernsehen:t1587346,fernsehen,Ich mag nicht Fernsehen.,Я не люблю смотреть телевизор.,tatoeba,CC BY 2.0 FR
fertig:t12311551,fertig,Sie ist schon fertig.,Она уже готова.,tatoeba,CC BY 2.0 FR
fertig:t1285781,fertig,Ich bin schon fertig.,Я уже готов.,tatoeba,CC BY 2.0 FR
fertig:t1806434,fertig,Das Essen ist fertig.,Еда готова.,tatoeba,CC BY 2.0 FR
feuer:t8320819,feuer,Ich mache ein Feuer.,Я развожу костёр.,tatoeba,CC BY 2.0 FR
feuer:t8320820,feuer,Er macht ein Feuer.,Он разводит костёр.,tatoeba,CC BY 2.0 FR
feuer:t980769,feuer,Das Feuer ging aus.,Огонь погас.,tatoeba,CC BY 2.0 FR
fieber:t12726491,fieber,Ich habe 40 Grad Fieber.,У меня температура сорок.,tatoeba,CC BY 2.0 FR
fieber:t362168,fieber,Ich habe kein Fieber.,У меня нет температуры.,tatoeba,CC BY 2.0 FR
fieber:t452480,fieber,Sie haben kein Fieber.,У Вас нет температуры.,tatoeba,CC BY 2.0 FR
film:t1315491,film,Ich mag Filme sehr.,Я обожаю кино.,tatoeba,CC BY 2.0 FR
film:t1343540,film,Ich mag keine Filme.,Я не люблю кино.,tatoeba,CC BY 2.0 FR
film:t13637966,film,Sie sahen einen Film.,Они смотрели фильм.,tatoeba,CC BY 2.0 FR
finden:t13381172,finden,Das fanden wir auch.,Мы тоже так думали.,tatoeba,CC BY 2.0 FR
finden:t1901933,finden,Ich habe es gefunden.,Я нашёл это.,tatoeba,CC BY 2.0 FR
finden:t2244790,finden,Sie werden es finden.,Они это найдут.,tatoeba,CC BY 2.0 FR
firma:t1293524,firma,Das Geld gehört der Firma.,Деньги принадлежат компании.,tatoeba,CC BY 2.0 FR
firma:t13885875,firma,Ich arbeite in einer kleinen Firma.,Я работаю в небольшой компании.,tatoeba,CC BY 2.0 FR
firma:t609017,firma,Früher ging er zu Fuß in die Firma.,Раньше он ходил пешком до своего офиса.,tatoeba,CC BY 2.0 FR
fisch:t11141969,fisch,Der Fisch ist klein.,Рыба маленькая.,tatoeba,CC BY 2.0 FR
fisch:t12026066,fisch,Was ist ein Fisch?,Что такое рыба?,tatoeba,CC BY 2.0 FR
fisch:t12286107,fisch,Wo ist der Fisch?,Где рыба?,tatoeba,CC BY 2.0 FR
flasche:t1314652,flasche,Mach die Flasche auf.,Открой бутылку.,tatoeba,CC BY 2.0 FR
flasche:t1314653,flasche,Macht die Flasche auf.,Откройте бутылку.,tatoeba,CC BY 2.0 FR
flasche:t13292734,flasche,Ich öffnete die Flasche.,Я открыл бутылку.,tatoeba,CC BY 2.0 FR
fleisch:t10593949,fleisch,Sie haben Fleisch gegessen.,Они ели мясо.,tatoeba,CC BY 2.0 FR
fleisch:t12365652,fleisch,Ich aß das Fleisch.,Я съел мясо.,tatoeba,CC BY 2.0 FR
fleisch:t13117351,fleisch,Sie lieben das Fleisch.,Вы любите мясо.,tatoeba,CC BY 2.0 FR
fliegen:t13815752,fliegen,Hier ist eine Fliege.,Тут муха.,tatoeba,CC BY 2.0 FR
fliegen:t3487998,fliegen,Die Fliege ist klein.,Муха маленькая.,tatoeba,CC BY 2.0 FR
fliegen:t975709,fliegen,Ich kann nicht fliegen.,Я не умею летать.,tatoeba,CC BY 2.0 FR
flughafen:t1356121,flughafen,Der Flughafen ist geschlossen.,Аэропорт закрыт.,tatoeba,CC BY 2.0 FR
flughafen:t403052,flughafen,Wo ist der Flughafen?,Где аэропорт?,tatoeba,CC BY 2.0 FR
flughafen:t1404069,flughafen,Der Flughafen ist nicht weit weg.,Аэропорт недалеко.,tatoeba,CC BY 2.0 FR
flugzeug:t13380804,flugzeug,Das Flugzeug wartet nicht.,Самолёт ждать не будет.,tatoeba,CC BY 2.0 FR
flugzeug:t1341006,flugzeug,Ich sah ein Flugzeug.,Я видел самолет.,tatoeba,CC BY 2.0 FR
flugzeug:t13711568,flugzeug,Ich sehe ein Flugzeug.,Я вижу самолёт.,tatoeba,CC BY 2.0 FR
formular:t13656428,formular,Hat sie schon das Formular ausgefüllt?,Она уже заполнила бланк?,tatoeba,CC BY 2.0 FR
formular:t11527464,formular,Ich habe das Formular sorgsam ausgefüllt.,Я тщательно заполнил формуляр.,tatoeba,CC BY 2.0 FR
formular:t345353,formular,Muss ich dieses Formular jetzt ausfüllen?,Мне нужно заполнить эту форму сейчас?,tatoeba,CC BY 2.0 FR
foto:t1492186,foto,Das sind alte Fotos.,Это старые фотографии.,tatoeba,CC BY 2.0 FR
foto:t2317601,foto,Wessen Foto ist das?,Чьё это фото?,tatoeba,CC BY 2.0 FR
foto:t3513918,foto,Das ist sein Foto.,Это его фото.,tatoeba,CC BY 2.0 FR
frage:t10312002,frage,Ich werde sie fragen.,Я у них спрошу.,tatoeba,CC BY 2.0 FR
frage:t11772712,frage,Stellen Sie keine Fragen!,Не задавайте вопросов!,tatoeba,CC BY 2.0 FR
frage:t12058042,frage,Ich habe keine Fragen.,У меня нет вопросов.,tatoeba,CC BY 2.0 FR
fragen:t10312002,fragen,Ich werde sie fragen.,Я у них спрошу.,tatoeba,CC BY 2.0 FR
fragen:t11772712,fragen,Stellen Sie keine Fragen!,Не задавайте вопросов!,tatoeba,CC BY 2.0 FR
fragen:t12058042,fragen,Ich habe keine Fragen.,У меня нет вопросов.,tatoeba,CC BY 2.0 FR
frau:t1229191,frau,Sie sind eine Frau.,Вы женщина.,tatoeba,CC BY 2.0 FR
frau:t1898892,frau,Das ist eine Frau.,Это женщина.,tatoeba,CC BY 2.0 FR
frau:t3292216,frau,Ich habe keine Frau.,У меня нет жены.,tatoeba,CC BY 2.0 FR
frei:t1009299,frei,Ich habe jetzt frei.,Теперь я свободен.,tatoeba,CC BY 2.0 FR
frei:t1054987,frei,Heute bin ich frei.,Я сегодня свободен.,tatoeba,CC BY 2.0 FR
frei:t2717216,frei,Ich wollte frei sein.,Я хотел быть свободным.,tatoeba,CC BY 2.0 FR
freizeit:t8074815,freizeit,Ich habe keine Freizeit.,У меня нет свободного времени.,tatoeba,CC BY 2.0 FR
freizeit:t905522,freizeit,Hat er viel Freizeit?,У него много свободного времени?,tatoeba,CC BY 2.0 FR
freizeit:t905523,freizeit,Haben Sie viel Freizeit?,У Вас много свободного времени?,tatoeba,CC BY 2.0 FR
fremd:t2878942,fremd,Es gibt keine fremden Kinder.,Чужих детей не бывает.,tatoeba,CC BY 2.0 FR
fremd:t13396404,fremd,Da ist ein Fremder an der Tür.,У двери незнакомец.,tatoeba,CC BY 2.0 FR
fremd:t927398,fremd,Eine fremde Sprache zu lernen ist schwer.,Выучить иностранный язык нелегко.,tatoeba,CC BY 2.0 FR
freund:t10126807,freund,Ich brauche keine Freunde.,Мне не нужны друзья.,tatoeba,CC BY 2.0 FR
freund:t10242176,freund,Sie wurden schnell Freunde.,Они быстро подружились.,tatoeba,CC BY 2.0 FR
freund:t1040111,freund,Sie sind Freunde geblieben.,Они остались друзьями.,tatoeba,CC BY 2.0 FR
frueher:t10079621,frueher,Früher war das so.,Так было раньше.,tatoeba,CC BY 2.0 FR
frueher:t11176693,frueher,Wir sind früher gekommen.,Мы пришли раньше.,tatoeba,CC BY 2.0 FR
frueher:t14004485,frueher,So war es früher.,Так было раньше.,tatoeba,CC BY 2.0 FR
frueher-adv:t10079621,frueher-adv,Früher war das so.,Так было раньше.,tatoeba,CC BY 2.0 FR
frueher-adv:t11176693,frueher-adv,Wir sind früher gekommen.,Мы пришли раньше.,tatoeba,CC BY 2.0 FR
frueher-adv:t14004485,frueher-adv,So war es früher.,Так было раньше.,tatoeba,CC BY 2.0 FR
fruehstueck:t1044297,fruehstueck,Ich frühstücke heute nicht.,Я сегодня не буду завтракать.,tatoeba,CC BY 2.0 FR
fruehstueck:t12752296,fruehstueck,Wie war das Frühstück?,Как завтрак?,tatoeba,CC BY 2.0 FR
fruehstueck:t13030553,fruehstueck,Ich frühstücke oft nicht.,Я часто не завтракаю.,tatoeba,CC BY 2.0 FR
fruehstuecken:t1044297,fruehstuecken,Ich frühstücke heute nicht.,Я сегодня не буду завтракать.,tatoeba,CC BY 2.0 FR
fruehstuecken:t12752296,fruehstuecken,Wie war das Frühstück?,Как завтрак?,tatoeba,CC BY 2.0 FR
fruehstuecken:t13030553,fruehstuecken,Ich frühstücke oft nicht.,Я часто не завтракаю.,tatoeba,CC BY 2.0 FR
fuehrung:t815772,fuehrung,Übernehmen Sie die Führung des Gefechtsstandes!,Захватите командный пост.,tatoeba,CC BY 2.0 FR
fuehrung:t3120500,fuehrung,Wir konstatieren die Unentschlossenheit und Unfähigkeit der Führung.,Мы отмечаем нерешительность и некомпетентность руководства.,tatoeba,CC BY 2.0 FR
fuehrung:t3120503,fuehrung,Wir konstatieren die Zögerlichkeit und Inkompetenz der Führung.,Мы отмечаем нерешительность и некомпетентность руководства.,tatoeba,CC BY 2.0 FR
fuer:t396856,fuer,Das ist für Sie.,Это Вам.,tatoeba,CC BY 2.0 FR
fuer:t1514962,fuer,Soll ich das für Sie machen?,Мне сделать это для Вас?,tatoeba,CC BY 2.0 FR
fuer:t2181444,fuer,Für was ist das?,Для чего это?,tatoeba,CC BY 2.0 FR
fuss:t1219390,fuss,Ich ging zu Fuß.,Я пошёл пешком.,tatoeba,CC BY 2.0 FR
fuss:t13991308,fuss,Geht mehr zu Fuß!,Больше ходите пешком!,tatoeba,CC BY 2.0 FR
fuss:t182037,fuss,Ich gehe zu Fuß.,Я пешком пойду.,tatoeba,CC BY 2.0 FR
fussball:t10125290,fussball,Ich mag Fußball nicht.,Я не люблю футбол.,tatoeba,CC BY 2.0 FR
fussball:t10201812,fussball,Er liebt Fußball sehr.,Он очень любит футбол.,tatoeba,CC BY 2.0 FR
fussball:t11832738,fussball,Wir haben Fußball gespielt.,Мы играли в футбол.,tatoeba,CC BY 2.0 FR
gabel:t1293223,gabel,Es fehlt eine Gabel.,Не хватает вилки.,tatoeba,CC BY 2.0 FR
gabel:t5992967,gabel,Die Gabel ist klein.,Вилка маленькая.,tatoeba,CC BY 2.0 FR
gabel:t9964974,gabel,Das ist eine Gabel.,Это вилка.,tatoeba,CC BY 2.0 FR
garten:t1022971,garten,Mein Garten ist klein.,Мой сад маленький.,tatoeba,CC BY 2.0 FR
garten:t11861009,garten,Der Garten ist klein.,Сад маленький.,tatoeba,CC BY 2.0 FR
garten:t12779650,garten,Sie hat einen Garten.,У неё есть сад.,tatoeba,CC BY 2.0 FR
gast:t13459971,gast,Haben Sie einen Gast?,У Вас гости?,tatoeba,CC BY 2.0 FR
gast:t13934359,gast,Die Gäste sind gleich da.,Гости скоро будут.,tatoeba,CC BY 2.0 FR
gast:t7480265,gast,Wir warten auf die Gäste.,Мы ждём гостей.,tatoeba,CC BY 2.0 FR
geben:t8060562,geben,Er hat nicht viel zu geben.,Он мало что может дать.,tatoeba,CC BY 2.0 FR
geben:t4253953,geben,Es gibt nicht viel zu sagen.,Сказать особенно нечего.,tatoeba,CC BY 2.0 FR
geben:t452539,geben,Was gibt es Neues?,Какие новости?,tatoeba,CC BY 2.0 FR
geboren:t10001739,geboren,Ich bin hier geboren.,Я здесь родилась.,tatoeba,CC BY 2.0 FR
geboren:t10290056,geboren,Wo ist sie geboren?,Где она родилась?,tatoeba,CC BY 2.0 FR
geboren:t1246142,geboren,Ich wurde dort geboren.,Я родился там.,tatoeba,CC BY 2.0 FR
geburtsjahr:t7873850,geburtsjahr,Meine PIN ist mein Geburtsjahr.,Мой ПИН-код - мой год рождения.,tatoeba,CC BY 2.0 FR
geburtsort:t342514,geburtsort,Ich kenne meinen genauen Geburtsort nicht.,Мне не известно точное место моего рождения.,tatoeba,CC BY 2.0 FR
geburtsort:t4133092,geburtsort,Der Geburtsort meiner Mutter befindet sich im Osten des Landes.,Место рождения моей матери находится на востоке страны.,tatoeba,CC BY 2.0 FR
geburtstag:t11831074,geburtstag,Wer hat heute Geburtstag?,У кого сегодня день рождения?,tatoeba,CC BY 2.0 FR
geburtstag:t12405494,geburtstag,Er hat bald Geburtstag.,У него скоро день рождения.,tatoeba,CC BY 2.0 FR
geburtstag:t12405495,geburtstag,Sie hat bald Geburtstag.,У неё скоро день рождения.,tatoeba,CC BY 2.0 FR
gefallen:t13042350,gefallen,Er wird denen gefallen.,Он им понравится.,tatoeba,CC BY 2.0 FR
gefallen:t13913779,gefallen,Sie haben Bäume gefällt.,Они срубили деревья.,tatoeba,CC BY 2.0 FR
gefallen:t643841,gefallen,Unser Sohn ist gefallen.,Наш сын упал.,tatoeba,CC BY 2.0 FR
gefallen-adj:t13042350,gefallen-adj,Er wird denen gefallen.,Он им понравится.,tatoeba,CC BY 2.0 FR
gefallen-adj:t643841,gefallen-adj,Unser Sohn ist gefallen.,Наш сын упал.,tatoeba,CC BY 2.0 FR
gefallen-adj:t7022658,gefallen-adj,Ich wollte den Leuten gefallen.,Я хотел нравиться людям.,tatoeba,CC BY 2.0 FR
gegen:t11157579,gegen,Sind Sie gegen sie?,Вы против них?,tatoeba,CC BY 2.0 FR
gegen:t8277613,gegen,Ich habe nichts gegen sie.,Я ничего против неё не имею.,tatoeba,CC BY 2.0 FR
gegen:t8874555,gegen,Wir können gegen sie nichts tun.,Мы ничего не могли с ней поделать.,tatoeba,CC BY 2.0 FR
gehen:t1909193,gehen,Sie werden gehen müssen.,Им придётся пойти.,tatoeba,CC BY 2.0 FR
gehen:t366410,gehen,Er wird nicht gehen.,Он не пойдёт.,tatoeba,CC BY 2.0 FR
gehen:t5121029,gehen,Es geht auch so.,Можно и так.,tatoeba,CC BY 2.0 FR
gehoeren:t13464356,gehoeren,Haben sie Sie gehört?,Они Вас слышали?,tatoeba,CC BY 2.0 FR
gehoeren:t1450818,gehoeren,Was haben Sie gehört?,Что вы слышали?,tatoeba,CC BY 2.0 FR
gehoeren:t1466306,gehoeren,So habe ich gehört.,Так я слышал.,tatoeba,CC BY 2.0 FR
geld:t11765350,geld,Brauchen Sie viel Geld?,Вам много денег нужно?,tatoeba,CC BY 2.0 FR
geld:t12408141,geld,Zeit ist nicht Geld.,Время не деньги.,tatoeba,CC BY 2.0 FR
geld:t12925980,geld,Brauchen Sie noch Geld?,Вам ещё нужны деньги?,tatoeba,CC BY 2.0 FR
gemuese:t10745960,gemuese,Gemüse kann nicht sprechen.,Овощи не разговаривают.,tatoeba,CC BY 2.0 FR
gemuese:t13558468,gemuese,Er hat kein Gemüse.,У него нет овощей.,tatoeba,CC BY 2.0 FR
